"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 06 19:53:04 UTC 2026","Wed May 06 19:53:05 UTC 2026","268","tests","test_customers","","","","test_create_customer",""
